ROI,fv_001,fv_002,fv_003,fv_004,fv_005,fv_006,fv_007,fv_008,class
677_2,0.68342,0.21367,0.046871,0.023043,0.0099502,0.0099502,0.013092,0,3
678_2,0.71906,0.19844,0.03999,0.019618,0.0098089,0.0065392,0.0065392,0,3
679_2,0.77657,0.16093,0.031377,0.012146,0.0055668,0.0053138,0.0080972,0,3
680_2,0.80273,0.12403,0.02379,0.0085539,0.0045442,0.0053462,0.031008,0,3
681_2,0.80941,0.11344,0.023656,0.010484,0.0086022,0.0040323,0.030376,0,3
682_2,0.77495,0.14411,0.025704,0.017501,0.0092972,0.0068362,0.021602,0,3
683_2,0.84624,0.10964,0.018408,0.0075799,0.0032485,0.0043313,0.010558,0,3
684_2,0.82907,0.12838,0.023364,0.008362,0.0051648,0.0029513,0.0027054,0,3
685_2,0.83158,0.12454,0.02329,0.0090709,0.0056386,0.0031871,0.0026967,0,3
686_2,0.79858,0.14426,0.028705,0.013494,0.0085868,0.0039254,0.0024534,0,3
687_2,0.80613,0.13578,0.029167,0.014216,0.0078431,0.0036765,0.0031863,0,3
688_2,0.77505,0.16443,0.024554,0.012897,0.0091766,0.0037202,0.010169,0,3
689_2,0.84847,0.10812,0.022104,0.0066578,0.0031957,0.0053262,0.0061252,0,3
690_2,0.85018,0.11562,0.016974,0.0071341,0.002214,0.00369,0.004182,0,3
691_2,0.82202,0.12993,0.025251,0.012503,0.0034322,0.0039225,0.0029419,0,3
692_2,0.80579,0.14198,0.022805,0.012506,0.0085826,0.0049044,0.0034331,0,3
693_2,0.75936,0.18005,0.028079,0.015764,0.0071429,0.005665,0.0039409,0,3
694_2,0.84245,0.11701,0.017415,0.0065306,0.0040816,0.0057143,0.0068027,0,3
695_2,0.82474,0.13294,0.020662,0.0097087,0.0049788,0.0037341,0.0032362,0,3
696_2,0.81349,0.1374,0.024554,0.010417,0.0071925,0.0024802,0.0044643,0,3
697_2,0.73407,0.18963,0.040494,0.016049,0.01037,0.0046914,0.0046914,0,3
698_2,0.65967,0.25839,0.042254,0.014853,0.0099872,0.0058899,0.0089629,0,3
699_2,0.6634,0.25396,0.045466,0.020095,0.007787,0.0057774,0.0035167,0,3
700_2,0.77789,0.16462,0.030958,0.012531,0.0066339,0.0041769,0.0031941,0,3
701_2,0.75612,0.18359,0.030887,0.011861,0.0091426,0.0042006,0.0042006,0,3
702_2,0.72365,0.21059,0.03202,0.01601,0.0083744,0.0049261,0.0044335,0,3
703_2,0.7998,0.14837,0.025152,0.010671,0.0066057,0.0030488,0.0063516,0,3
704_2,0.74018,0.20015,0.03168,0.01498,0.0073674,0.0031925,0.0024558,0,3
705_2,0.69197,0.22622,0.046082,0.015278,0.0073928,0.0069,0.0061607,0,3
706_2,0.7305,0.16723,0.025567,0.011479,0.0080877,0.011218,0.045917,0,3
707_2,0.77114,0.173,0.023532,0.010085,0.0082751,0.0080166,0.0059478,0,3
708_2,0.76741,0.15792,0.028507,0.019173,0.010848,0.0075681,0.0085772,0,3
709_2,0.70495,0.23096,0.03155,0.014789,0.009613,0.0046833,0.0034508,0,3
710_2,0.67032,0.26015,0.037628,0.012709,0.0087217,0.0054822,0.0049838,0,3
711_2,0.6897,0.22796,0.043685,0.015886,0.010855,0.0045009,0.0074133,0,3
712_2,0.70937,0.21383,0.042616,0.017344,0.0079286,0.0059465,0.0029732,0,3
713_2,0.71404,0.20872,0.042832,0.016341,0.0089131,0.0059421,0.0032186,0,3
714_2,0.70934,0.20498,0.041594,0.015691,0.01345,0.010212,0.0047323,0,3
715_2,0.71432,0.20512,0.038289,0.017404,0.011686,0.0077076,0.0054699,0,3
716_2,0.71319,0.20479,0.038207,0.015283,0.0094244,0.0066225,0.012481,0,3
717_2,0.67642,0.24534,0.040415,0.01399,0.0080311,0.0062176,0.0095855,0,3
718_2,0.66352,0.2361,0.041554,0.019158,0.0086346,0.0070157,0.024015,0,3
719_2,0.65705,0.2498,0.042868,0.01376,0.0082032,0.0060863,0.022228,0,3
720_2,0.66284,0.23118,0.04031,0.017886,0.012547,0.0096103,0.025627,0,3
721_2,0.77003,0.167,0.03073,0.012343,0.0070529,0.0035264,0.0093199,0,3
722_2,0.73705,0.19265,0.040701,0.01406,0.0078934,0.0046867,0.00296,0,3
723_2,0.77363,0.16112,0.02927,0.0099356,0.0053706,0.0056391,0.015038,0,3
724_2,0.77625,0.16662,0.028564,0.010844,0.0074054,0.0047606,0.0055541,0,3
725_2,0.74442,0.18908,0.033747,0.013648,0.0091811,0.0057072,0.0042184,0,3
726_2,0.73691,0.19509,0.03723,0.014147,0.007446,0.004964,0.0042194,0,3
727_2,0.74277,0.19175,0.034346,0.013096,0.00766,0.0049419,0.0054361,0,3
728_2,0.7085,0.22021,0.03578,0.013944,0.0078927,0.0047356,0.008945,0,3
729_2,0.77089,0.16903,0.024577,0.011742,0.0046423,0.0049153,0.0142,0,3
730_2,0.75996,0.18154,0.027484,0.014624,0.0055472,0.0063036,0.0045386,0,3
731_2,0.76153,0.18175,0.031073,0.01307,0.0064118,0.0029593,0.0032059,0,3
732_2,0.74137,0.19273,0.030073,0.013075,0.0070607,0.0049686,0.010722,0,3
733_2,0.77797,0.17013,0.022785,0.012152,0.0068354,0.0050633,0.0050633,0,3
734_2,0.76575,0.17849,0.029126,0.012945,0.0059746,0.0049788,0.0027384,0,3
735_2,0.73307,0.20443,0.030208,0.0125,0.0054687,0.0059896,0.0083333,0,3
736_2,0.6901,0.23882,0.040735,0.012513,0.0061235,0.0037274,0.0079872,0,3
737_2,0.71615,0.22145,0.037485,0.013317,0.0051788,0.0024661,0.0039457,0,3
738_2,0.71502,0.20862,0.041133,0.016995,0.0078818,0.005665,0.0046798,0,3
739_2,0.73934,0.18724,0.035969,0.016753,0.0086228,0.0061592,0.0059128,0,3
740_2,0.68944,0.22644,0.043414,0.01776,0.0093735,0.0088801,0.0046867,0,3
741_2,0.66775,0.24706,0.051461,0.01324,0.0082438,0.0069948,0.0052461,0,3
742_2,0.5906,0.29282,0.062139,0.018697,0.012098,0.0096233,0.014023,0,3
743_2,0.65389,0.25977,0.043046,0.020901,0.0087086,0.0087086,0.0049764,0,3
744_2,0.64485,0.26235,0.042639,0.024831,0.0085277,0.0090293,0.0077753,0,3
745_2,0.62018,0.24679,0.057524,0.028505,0.019517,0.015922,0.011556,0,3
746_2,0.64615,0.23256,0.052051,0.024359,0.016667,0.014872,0.013333,0,3
747_2,0.63765,0.24426,0.057532,0.020944,0.01842,0.012364,0.0088317,0,3
748_2,0.63091,0.27223,0.057964,0.01734,0.0094129,0.0074313,0.0047065,0,3
749_2,0.70279,0.23325,0.030457,0.013198,0.0053299,0.0058376,0.0091371,0,3
750_2,0.75744,0.18646,0.033974,0.012378,0.0036871,0.002897,0.0031604,0,3
751_2,0.74587,0.19546,0.035001,0.013064,0.0046833,0.0029579,0.0029579,0,3
752_2,0.73019,0.20947,0.037282,0.011773,0.004415,0.0031886,0.0036792,0,3
753_2,0.74111,0.20691,0.02661,0.011937,0.0044765,0.0049739,0.0039791,0,3
754_2,0.7124,0.2268,0.029594,0.01103,0.0037665,0.0051116,0.011299,0,3
755_2,0.76204,0.19212,0.026268,0.010044,0.0043781,0.0023178,0.0028329,0,3
756_2,0.78609,0.17047,0.023349,0.0082852,0.0045192,0.0040171,0.0032639,0,3
757_2,0.73279,0.20657,0.028867,0.014301,0.0076801,0.0060911,0.0037076,0,3
758_2,0.65476,0.2567,0.054067,0.019345,0.0052083,0.0052083,0.0047123,0,3
759_2,0.64534,0.24729,0.057213,0.022777,0.0094902,0.0070499,0.010846,0,3
760_2,0.5242,0.33209,0.087325,0.026946,0.012974,0.009481,0.006986,0,3
761_2,0.52726,0.31448,0.08699,0.032463,0.01547,0.012427,0.010905,0,3
762_2,0.5313,0.30616,0.086825,0.037355,0.017668,0.010853,0.0098435,0,3
763_2,0.57172,0.29063,0.078623,0.029641,0.015574,0.0075358,0.0062798,0,3
764_2,0.59,0.28621,0.074028,0.025997,0.011884,0.0069324,0.0049517,0,3
765_2,0.62723,0.27333,0.064658,0.016654,0.012001,0.0041636,0.0019593,0,3
766_2,0.61278,0.28802,0.065148,0.017389,0.0083272,0.005878,0.0024492,0,3
767_2,0.62665,0.25778,0.070237,0.024408,0.010461,0.0057285,0.0047323,0,3
768_2,0.63117,0.26987,0.058442,0.019221,0.01013,0.0064935,0.0046753,0,3
769_2,0.53411,0.36748,0.064938,0.01334,0.010068,0.0055374,0.0045306,0,3
770_2,0.51986,0.37883,0.067371,0.016088,0.0080442,0.0067873,0.0030166,0,3
771_2,0.46653,0.41398,0.073624,0.022062,0.0096678,0.0074368,0.0066931,0,3
772_2,0.51372,0.38344,0.064524,0.01953,0.0086527,0.0051916,0.0049444,0,3
773_2,0.52977,0.3718,0.063976,0.016486,0.0095965,0.0046752,0.0036909,0,3
774_2,0.49786,0.3915,0.067611,0.021379,0.0096205,0.0064137,0.005612,0,3
775_2,0.47633,0.40745,0.065691,0.022074,0.012234,0.0098404,0.006383,0,3
776_2,0.50013,0.3782,0.069202,0.023828,0.011407,0.0096324,0.0076046,0,3
777_2,0.50749,0.36021,0.076635,0.02696,0.013729,0.0089865,0.005991,0,3
778_2,0.50214,0.35831,0.073925,0.033694,0.01559,0.009052,0.0072919,0,3
779_2,0.51203,0.33713,0.082794,0.031307,0.018629,0.011384,0.006727,0,3
780_2,0.44973,0.4342,0.07861,0.017743,0.01035,0.0066535,0.0027107,0,3
781_2,0.51478,0.36429,0.075123,0.022906,0.011084,0.0076355,0.0041872,0,3
782_2,0.51789,0.35011,0.07846,0.028621,0.011103,0.0074019,0.006415,0,3
783_2,0.5314,0.34252,0.072226,0.027054,0.01241,0.007446,0.0069496,0,3
784_2,0.49578,0.39112,0.075149,0.018105,0.0081845,0.0064484,0.0052083,0,3
785_2,0.55085,0.33933,0.077567,0.016252,0.0068949,0.0056636,0.0034474,0,3
786_2,0.56054,0.31465,0.077479,0.018435,0.010463,0.010463,0.0079721,0,3
787_2,0.53771,0.32523,0.08444,0.024555,0.010524,0.010023,0.0075169,0,3
788_2,0.54055,0.31511,0.079093,0.030479,0.015113,0.011083,0.0085642,0,3
789_2,0.55789,0.29957,0.07952,0.030258,0.017254,0.010003,0.0055014,0,3
790_2,0.59182,0.27804,0.076658,0.028346,0.015282,0.0061622,0.0036973,0,3
791_2,0.60245,0.27779,0.082454,0.019632,0.011288,0.0039264,0.002454,0,3
792_2,0.60123,0.28216,0.085855,0.01845,0.0066421,0.003444,0.002214,0,3
793_2,0.67465,0.25179,0.039496,0.015058,0.0096273,0.0054308,0.0039496,0,3
794_2,0.67103,0.25241,0.039022,0.015806,0.011114,0.0064213,0.0041986,0,3
795_2,0.67506,0.25093,0.03997,0.014557,0.0086356,0.0071552,0.003701,0,3
796_2,0.64506,0.26903,0.04622,0.016579,0.010048,0.0075358,0.0055262,0,3
797_2,0.64001,0.27471,0.04729,0.015675,0.0082359,0.0071732,0.0069075,0,3
798_2,0.70626,0.22965,0.034892,0.012126,0.0096511,0.003217,0.0042069,0,3
799_2,0.69906,0.23575,0.033466,0.014874,0.0076847,0.0052058,0.0039663,0,3
800_2,0.74524,0.19736,0.036322,0.012192,0.004572,0.002286,0.002032,0,3
801_2,0.68136,0.26399,0.028358,0.010828,0.005156,0.0059294,0.0043826,0,3
802_2,0.73418,0.20329,0.041932,0.012997,0.0039235,0.0024522,0.0012261,0,3
803_2,0.79619,0.14883,0.035924,0.01173,0.0046432,0.0021994,0.00048876,0,3
804_2,0.81991,0.14143,0.025443,0.0069843,0.0027438,0.0017461,0.0017461,0,3
805_2,0.72534,0.19901,0.041286,0.017305,0.0076638,0.0054388,0.0039555,0,3
806_2,0.80872,0.12956,0.033799,0.014205,0.005878,0.0046534,0.0031839,0,3
807_2,0.85645,0.10938,0.019043,0.0087891,0.003418,0.001709,0.0012207,0,3
808_2,0.75098,0.18646,0.034593,0.013739,0.0066241,0.0051521,0.0024534,0,3
809_2,0.78642,0.15698,0.02717,0.010566,0.0062893,0.0032704,0.0093082,0,3
810_2,0.62023,0.28116,0.050822,0.017699,0.011631,0.0078382,0.010619,0,3
811_2,0.65606,0.26055,0.048606,0.015791,0.0088823,0.0054281,0.0046879,0,3
812_2,0.62922,0.27866,0.050921,0.016633,0.0097236,0.0074207,0.0074207,0,3
813_2,0.58085,0.31617,0.060448,0.021144,0.0079602,0.0054726,0.0079602,0,3
814_2,0.59454,0.31141,0.055335,0.015385,0.01067,0.0054591,0.007196,0,3
815_2,0.60136,0.29538,0.056804,0.019187,0.011361,0.0068165,0.0090886,0,3
816_2,0.52577,0.35669,0.068176,0.021543,0.011454,0.0084538,0.0079084,0,3
817_2,0.49253,0.3674,0.079242,0.024013,0.013874,0.01254,0.010406,0,3
818_2,0.52904,0.34523,0.068993,0.022643,0.015184,0.010389,0.0085242,0,3
819_2,0.42433,0.39897,0.093067,0.036957,0.015646,0.015107,0.015916,0,3
820_2,0.519,0.36007,0.078719,0.020611,0.009933,0.0072014,0.0044698,0,3
821_2,0.55106,0.34236,0.06882,0.018882,0.0086957,0.0064596,0.0037267,0,3
822_2,0.52878,0.34764,0.075283,0.021326,0.010791,0.0074512,0.0087359,0,3
823_2,0.5193,0.37278,0.068055,0.020061,0.010157,0.0055866,0.004063,0,3
824_2,0.56352,0.34083,0.06352,0.014829,0.0091448,0.0049432,0.003213,0,3
825_2,0.52974,0.35263,0.075563,0.018489,0.012326,0.0048232,0.0064309,0,3
826_2,0.71746,0.22288,0.025052,0.012655,0.0059401,0.0082645,0.0077479,0,3
827_2,0.64141,0.27626,0.035011,0.012035,0.0095733,0.01012,0.015591,0,3
828_2,0.78392,0.16876,0.022976,0.010394,0.0043764,0.0041028,0.0054705,0,3
829_2,0.75305,0.20135,0.026414,0.0077249,0.0047346,0.003987,0.0027411,0,3
830_2,0.71577,0.22445,0.034474,0.0096726,0.0047123,0.0054563,0.0054563,0,3
831_2,0.62522,0.2918,0.043608,0.013705,0.0084725,0.00922,0.0079741,0,3
832_2,0.55773,0.34197,0.050152,0.01488,0.013227,0.010471,0.011573,0,3
833_2,0.72231,0.2218,0.031219,0.010322,0.0070493,0.0045317,0.0027694,0,3
834_2,0.69372,0.23927,0.039712,0.011169,0.0069496,0.0052122,0.0039712,0,3
835_2,0.65934,0.26368,0.043489,0.012997,0.0077481,0.0067483,0.0059985,0,3
836_2,0.61429,0.29173,0.049875,0.016291,0.010777,0.0082707,0.0087719,0,3
837_2,0.56429,0.3304,0.058215,0.014748,0.013454,0.0082794,0.010608,0,3
838_2,0.61892,0.28594,0.047829,0.014817,0.0083182,0.0088381,0.015337,0,3
839_2,0.57175,0.34085,0.05159,0.016779,0.0077636,0.0065114,0.0047583,0,3
840_2,0.55802,0.35348,0.053558,0.016067,0.006886,0.006886,0.0051007,0,3
841_2,0.41567,0.4056,0.10501,0.028564,0.016322,0.010065,0.01877,0,3
842_2,0.42839,0.39739,0.10761,0.03177,0.013067,0.010249,0.01153,0,3
843_2,0.48454,0.36218,0.092784,0.027944,0.013565,0.0094954,0.0094954,0,3
844_2,0.45089,0.43139,0.068983,0.019245,0.014996,0.0084979,0.0059985,0,3
845_2,0.48003,0.39366,0.075886,0.021717,0.014728,0.0069895,0.0069895,0,3
846_2,0.48897,0.38872,0.074937,0.019298,0.014286,0.0077694,0.006015,0,3
847_2,0.50075,0.37631,0.073067,0.023192,0.01197,0.00798,0.0067332,0,3
848_2,0.47605,0.37421,0.083493,0.027375,0.014509,0.011771,0.012592,0,3
849_2,0.49701,0.40689,0.050489,0.01683,0.012486,0.0078719,0.0084148,0,3
850_2,0.53881,0.35987,0.056152,0.018717,0.012478,0.0082356,0.00574,0,3
851_2,0.53712,0.35858,0.057363,0.017631,0.014154,0.0059598,0.009188,0,3
852_2,0.52208,0.35675,0.069242,0.023081,0.013046,0.0070246,0.0087807,0,3
853_2,0.5112,0.38492,0.051147,0.017664,0.013709,0.0089639,0.012391,0,3
854_2,0.69729,0.21056,0.04676,0.019415,0.010938,0.0095707,0.005469,0,3
855_2,0.65623,0.25213,0.047321,0.021032,0.010766,0.0085128,0.004006,0,3
856_2,0.62465,0.28407,0.049092,0.01841,0.010995,0.007415,0.0053695,0,3
857_2,0.75646,0.17042,0.033639,0.018627,0.0083403,0.0069502,0.0055602,0,3
858_2,0.72167,0.19682,0.042247,0.018141,0.010686,0.0059642,0.0044732,0,3
859_2,0.67319,0.23216,0.048811,0.022299,0.009663,0.009663,0.0042121,0,3
860_2,0.64328,0.26318,0.050498,0.0199,0.010448,0.0069652,0.0057214,0,3
861_2,0.60892,0.29458,0.056991,0.015451,0.010638,0.0083587,0.0050659,0,3
862_2,0.76925,0.1646,0.0308,0.017167,0.0085837,0.0050492,0.0045443,0,3
863_2,0.72173,0.19742,0.040427,0.019593,0.010169,0.0069444,0.0037202,0,3
864_2,0.65855,0.23231,0.055193,0.026593,0.01129,0.0092825,0.0067737,0,3
865_2,0.62768,0.25586,0.061003,0.024704,0.014116,0.0098311,0.0068062,0,3
866_2,0.60367,0.27193,0.068108,0.023624,0.012817,0.011561,0.0082935,0,3
867_2,0.67717,0.22147,0.044022,0.021739,0.012772,0.0076087,0.015217,0,3
868_2,0.64149,0.2544,0.053075,0.024751,0.011993,0.0073998,0.0068895,0,3
869_2,0.60433,0.28517,0.063932,0.019884,0.012585,0.007551,0.0065442,0,3
870_2,0.60686,0.28056,0.061499,0.022109,0.012198,0.0088945,0.007878,0,3
871_2,0.52256,0.37639,0.057747,0.01753,0.010828,0.0079918,0.0069606,0,3
872_2,0.49205,0.38203,0.065483,0.025981,0.012725,0.0098091,0.01193,0,3
873_2,0.48022,0.3657,0.078562,0.032089,0.016321,0.015491,0.011618,0,3
874_2,0.4777,0.35787,0.082353,0.036115,0.016963,0.015595,0.013406,0,3
875_2,0.49156,0.36198,0.085432,0.026487,0.013763,0.012464,0.0083095,0,3
876_2,0.51435,0.37959,0.058148,0.020464,0.010731,0.0087347,0.007986,0,3
877_2,0.52092,0.37002,0.058765,0.023157,0.011952,0.0082171,0.0069721,0,3
878_2,0.52471,0.35097,0.071143,0.024713,0.0094858,0.010484,0.0084873,0,3
879_2,0.51941,0.36678,0.072089,0.017692,0.011883,0.0066015,0.0055453,0,3
880_2,0.51286,0.38049,0.059218,0.022508,0.0077706,0.0083065,0.0088424,0,3
881_2,0.6659,0.24333,0.044241,0.021866,0.011442,0.0045767,0.0086448,0,3
882_2,0.63084,0.27227,0.050971,0.020691,0.01186,0.0047943,0.0085794,0,3
883_2,0.60651,0.30544,0.047853,0.017227,0.011211,0.0049221,0.0068362,0,3
884_2,0.72146,0.19724,0.038394,0.020075,0.008532,0.0067754,0.0075282,0,3
885_2,0.66061,0.23712,0.053247,0.020154,0.013187,0.0062205,0.0094551,0,3
886_2,0.63768,0.25662,0.052474,0.021989,0.013993,0.0077461,0.0094953,0,3
887_2,0.61344,0.28611,0.056472,0.017991,0.012494,0.005997,0.0074963,0,3
888_2,0.56569,0.32736,0.059175,0.020358,0.010858,0.0084148,0.0081433,0,3
889_2,0.77792,0.15874,0.025693,0.014755,0.0099211,0.0061053,0.0068685,0,3
890_2,0.73454,0.18753,0.036863,0.017566,0.0089065,0.0074221,0.0071747,0,3
891_2,0.66139,0.23185,0.049736,0.023863,0.014067,0.01055,0.0085406,0,3
892_2,0.63961,0.23976,0.059181,0.025291,0.015175,0.011128,0.0098634,0,3
893_2,0.60484,0.27025,0.069392,0.024476,0.013878,0.008327,0.0088317,0,3
894_2,0.55258,0.318,0.072801,0.022245,0.016431,0.0085945,0.0093529,0,3
895_2,0.6717,0.22679,0.03887,0.020694,0.012025,0.014541,0.01538,0,3
896_2,0.63374,0.24761,0.05855,0.019861,0.014186,0.012123,0.013928,0,3
897_2,0.60998,0.2742,0.059807,0.020781,0.014445,0.012418,0.0083629,0,3
898_2,0.59448,0.28683,0.074529,0.019072,0.011794,0.0075282,0.0057716,0,3
899_2,0.55221,0.31351,0.075844,0.025195,0.011429,0.0098701,0.011948,0,3
900_2,0.51326,0.3465,0.069459,0.030488,0.014051,0.012195,0.014051,0,3
901_2,0.55482,0.33831,0.058749,0.017726,0.012661,0.010889,0.0068372,0,3
902_2,0.54305,0.34567,0.062689,0.016868,0.012588,0.010322,0.0088117,0,3
903_2,0.51085,0.36084,0.06831,0.023038,0.014733,0.012323,0.0099116,0,3
904_2,0.62752,0.28491,0.049783,0.015573,0.010722,0.0058718,0.0056165,0,3
905_2,0.60151,0.31587,0.047516,0.014039,0.0059395,0.0064795,0.0086393,0,3
906_2,0.76091,0.17637,0.032363,0.012544,0.010035,0.004014,0.0037632,0,3
907_2,0.71298,0.20791,0.041286,0.016069,0.010383,0.0069221,0.0044499,0,3
908_2,0.64601,0.25765,0.050176,0.02007,0.012293,0.0077772,0.0060211,0,3
909_2,0.61535,0.29518,0.051487,0.015496,0.010997,0.0074981,0.003999,0,3
910_2,0.56266,0.34516,0.052563,0.014759,0.0093216,0.0064733,0.0090627,0,3
911_2,0.77739,0.15169,0.031802,0.012872,0.011863,0.0065623,0.0078243,0,3
912_2,0.73626,0.17954,0.041357,0.019564,0.011639,0.0074294,0.00421,0,3
913_2,0.677,0.22197,0.049887,0.022676,0.016629,0.0065508,0.005291,0,3
914_2,0.61942,0.27759,0.051491,0.022177,0.014275,0.008157,0.0068825,0,3
915_2,0.60188,0.31007,0.048719,0.014971,0.01421,0.0053286,0.0048211,0,3
916_2,0.57003,0.34639,0.049448,0.01506,0.0090361,0.0052711,0.0047691,0,3
917_2,0.50122,0.39427,0.055901,0.018904,0.0094518,0.0070213,0.013233,0,3
918_2,0.74937,0.15138,0.044327,0.022024,0.01366,0.0083635,0.010873,0,3
919_2,0.68732,0.1893,0.055493,0.032676,0.014085,0.0092958,0.011831,0,3
920_2,0.62072,0.23983,0.068255,0.031049,0.018469,0.010439,0.011242,0,3
921_2,0.60216,0.27725,0.059263,0.027828,0.014429,0.010049,0.0090183,0,3
922_2,0.58497,0.30981,0.056306,0.018344,0.015032,0.0078981,0.0076433,0,3
923_2,0.56018,0.33762,0.056271,0.018673,0.011607,0.008327,0.0073177,0,3
924_2,0.49697,0.38724,0.059956,0.020352,0.012101,0.0085259,0.014851,0,3
925_2,0.57645,0.31204,0.058187,0.020568,0.014614,0.010284,0.0078484,0,3
926_2,0.31982,0.23713,0.20405,0.11843,0.052814,0.033075,0.034676,0,3
927_2,0.33708,0.25889,0.18907,0.10277,0.042887,0.031381,0.037918,0,3
928_2,0.3777,0.26667,0.19975,0.089467,0.036679,0.017844,0.011896,0,3
929_2,0.38061,0.25501,0.18777,0.086526,0.035524,0.026643,0.027912,0,3
930_2,0.35579,0.28738,0.20057,0.082664,0.031614,0.02099,0.02099,0,3
931_2,0.23632,0.26368,0.25456,0.12969,0.061044,0.029889,0.024823,0,3
932_2,0.23777,0.26951,0.25052,0.13059,0.055411,0.030437,0.025754,0,3
933_2,0.25801,0.26843,0.24428,0.12608,0.058719,0.021098,0.023386,0,3
934_2,0.26177,0.2623,0.23295,0.11951,0.054997,0.035167,0.033316,0,3
935_2,0.28089,0.26277,0.2095,0.10626,0.05464,0.038715,0.047227,0,3
936_2,0.31309,0.27319,0.20889,0.099365,0.04676,0.031766,0.026938,0,3
937_2,0.32158,0.27449,0.21858,0.094686,0.042307,0.027449,0.020902,0,3
938_2,0.69699,0.18625,0.051099,0.025294,0.017118,0.012008,0.011242,0,3
939_2,0.48766,0.3184,0.10354,0.040504,0.01824,0.016363,0.01529,0,3
940_2,0.53552,0.26736,0.1071,0.038194,0.021635,0.016827,0.013355,0,3
941_2,0.52766,0.25103,0.10936,0.05817,0.025078,0.016805,0.011892,0,3
942_2,0.4987,0.24779,0.10374,0.072543,0.036141,0.023661,0.017421,0,3
943_2,0.44955,0.26244,0.11286,0.077237,0.038075,0.02638,0.033451,0,3
944_2,0.6915,0.21673,0.047843,0.019085,0.01281,0.0060131,0.0060131,0,3
945_2,0.70317,0.18575,0.054755,0.023841,0.014147,0.010741,0.0075976,0,3
946_2,0.62247,0.2209,0.095142,0.030111,0.011893,0.013158,0.0063259,0,3
947_2,0.54109,0.29077,0.10013,0.034893,0.013401,0.0093552,0.010367,0,3
948_2,0.65666,0.21519,0.074168,0.026741,0.011857,0.0088295,0.006559,0,3
949_2,0.53184,0.27013,0.099299,0.042076,0.020757,0.017672,0.018233,0,3
950_2,0.52572,0.23824,0.10041,0.069876,0.033563,0.018707,0.01348,0,3
951_2,0.64255,0.16064,0.078989,0.052394,0.027926,0.021543,0.015957,0,3
952_2,0.39146,0.42374,0.13092,0.022384,0.012493,0.010151,0.0088496,0,3
953_2,0.30141,0.47524,0.16349,0.02802,0.012786,0.0095212,0.0095212,0,3
954_3,0.58118,0.3074,0.058971,0.023338,0.013049,0.008532,0.0075282,0,4
955_3,0.54778,0.31541,0.065478,0.028746,0.013841,0.011445,0.017301,0,4
956_3,0.56111,0.28368,0.065418,0.030627,0.019923,0.016354,0.022896,0,4
957_3,0.53058,0.29247,0.078709,0.032276,0.023499,0.017554,0.024915,0,4
958_3,0.53856,0.31002,0.071996,0.029465,0.019216,0.014604,0.016141,0,4
959_3,0.51763,0.30358,0.085468,0.038296,0.024093,0.015724,0.015217,0,4
960_3,0.47806,0.33386,0.083595,0.042842,0.020115,0.019592,0.021944,0,4
961_3,0.57774,0.26443,0.072023,0.027821,0.024181,0.013781,0.020021,0,4
962_3,0.46968,0.32987,0.097437,0.044912,0.027912,0.017001,0.013195,0,4
963_3,0.53684,0.3238,0.071097,0.027821,0.01288,0.011592,0.015971,0,4
964_3,0.40238,0.33527,0.12761,0.056275,0.031704,0.024306,0.022457,0,4
965_3,0.53903,0.32199,0.072434,0.029178,0.015101,0.011774,0.010494,0,4
966_3,0.57203,0.31686,0.054641,0.019869,0.012288,0.0065359,0.017778,0,4
967_3,0.58238,0.29992,0.06201,0.022779,0.01468,0.0093647,0.0088585,0,4
968_3,0.50484,0.36467,0.072687,0.026296,0.014388,0.0099231,0.0071942,0,4
969_3,0.56949,0.30143,0.052934,0.024511,0.019296,0.012777,0.019557,0,4
970_3,0.54098,0.34029,0.065077,0.023597,0.0154,0.0091903,0.0054645,0,4
971_3,0.48639,0.36348,0.081689,0.028978,0.018736,0.01399,0.0067449,0,4
972_3,0.48484,0.37898,0.079523,0.022863,0.016153,0.0094433,0.0082008,0,4
973_3,0.45916,0.33759,0.075552,0.045757,0.023677,0.024475,0.033786,0,4
974_3,0.45172,0.36681,0.094895,0.033296,0.023862,0.017758,0.011654,0,4
975_3,0.43908,0.29959,0.11126,0.05536,0.038806,0.029308,0.026594,0,4
976_3,0.47021,0.30011,0.09805,0.048483,0.03467,0.027356,0.021127,0,4
977_3,0.44472,0.30515,0.096333,0.052545,0.035851,0.025178,0.04023,0,4
978_3,0.44568,0.32901,0.0993,0.048483,0.027223,0.027742,0.022556,0,4
979_3,0.45095,0.33646,0.092896,0.044236,0.030705,0.02446,0.020297,0,4
980_3,0.40772,0.35597,0.10487,0.044907,0.033406,0.029847,0.023275,0,4
981_3,0.40329,0.36461,0.11213,0.042342,0.030842,0.026398,0.020387,0,4
982_3,0.41394,0.35349,0.1078,0.050167,0.033188,0.02264,0.018781,0,4
983_3,0.3957,0.35044,0.11148,0.0516,0.033389,0.02649,0.030905,0,4
984_3,0.52454,0.34552,0.069104,0.027792,0.014271,0.0095143,0.0092639,0,4
985_3,0.5416,0.3171,0.066717,0.030949,0.018265,0.01243,0.012938,0,4
986_3,0.49515,0.35161,0.073209,0.030963,0.01968,0.012595,0.016793,0,4
987_3,0.24539,0.27364,0.2229,0.093714,0.058824,0.047866,0.05767,0,4
988_3,0.30827,0.2856,0.2086,0.082153,0.052279,0.037085,0.026011,0,4
